sl,number in book,country,Title,text
1690,36,USA,The Just City,"The Just City ensures that housing policy is inclusive of all cultures, backgrounds, and financial status of individuals."
1691,36,USA,The Just City,"To quote from former UN Special Rapporteur Leilani Farna, “we need a mix of people for cities to run” (UTC TU Delft, 2020, 18:44)."
1692,36,USA,The Just City,This is to shift the narrative of the housing crisis that was evident prior to the pandemic and spiking during the pandemic now.
1693,36,USA,The Just City,"The housing crisis has been an issue for many people due to low wages in the workforce, the escalating cost of housing, the destruction of informal settlements, lack of protection, and various other factors."
1694,36,USA,The Just City,"These factors are caused by government officials changing the tone of how people obtain housing, making it harder each year as cities develop."
1695,36,USA,The Just City,"This hinders cities that are growing in population, causing those who choose to live in a city to be at risk of being homeless or removed."
1696,36,USA,The Just City,This highly affects those with a lower income.
1697,36,USA,The Just City,The Just City will have quality housing affordable for all levels of income.
1698,36,USA,The Just City,"This will eliminate homelessness, ensure the safety of citizens, and give cities an actual sense of place and belonging for those all inhabitants."
1699,36,USA,The Just City,The Just City should be a city that caters to the needs of the people rather than just the needs of legislative powers.
1700,36,USA,The Just City,Legislation currently has the power to dictate where they want people to live.
1701,36,USA,The Just City,"Speaking from the perspective of the Israeli government, Deputy Director Efrat Cohen Bar stated, “If we don’t want the people in East Jerusalem, [do not allow them] to build houses - then they will leave” (UTC TU Delft, 2020, 13:26)."
1702,36,USA,The Just City,"To compare, in modern American cities, there are various examples of gentrification causing massive ripples in the lives of people living there."
1703,36,USA,The Just City,"Baltimore, MD is a prime example as many native buildings are being gentrified to this day."
1704,36,USA,The Just City,"To remedy this issue of abandoned land, the Just City will redevelop it with the intent to gradually change the social economic status of an area rather than rapidly."
1705,36,USA,The Just City,Too often we see elected officials who did not grow up in the same background of the people they represent.
1706,36,USA,The Just City,These people in high authority are making decisions for people they have no experience with and people who they do not relate to in livelihood.
1707,36,USA,The Just City,"In order to bring unity, there needs to be a shift in power."
1708,36,USA,The Just City,"The Just City will bring back the term, “by the people, for the people”."
1709,36,USA,The Just City,The Just City will have a common ground for the citizens to stand united on.
1710,36,USA,The Just City,"The beauty of a Just City comes through the diversity of its people, but also these same people living for the same reasons."
1711,36,USA,The Just City,"Currently, it’s harder to achieve solidarity because people are individualistic and do not put the common goal ahead of the self-goal."
1712,36,USA,The Just City,Solidarity can be addressed on a smaller scale within more intimate communities so deficiencies can be noted and addressed.
1713,36,USA,The Just City,"Secondly, the city must work to acknowledge the conflicts in beliefs which are attached to history and culture."
1714,36,USA,The Just City,"From the mind of professor/author Stijn Oosterlynck, “when people in cities are able to nurture so without being diverse, what they shared was not a shared history but a shared place.” (UTC TU Delft, 2020, 37: 20)"
1715,36,USA,The Just City,"As everyone will have some differing issues depending on their culture, it is important to address communities from a large and small scale."
1716,36,USA,The Just City,Solidarity also has a place through the means of education.
1717,36,USA,The Just City,The government has the power to mandate a common standard of education that will better guide the citizens of its jurisdiction.
1718,36,USA,The Just City,"With this logical and literal diversity that can and has proven to be divisive, there is hope and promise for a just city with equal grounding and understanding within its people."
1719,36,USA,The Just City,The Just City calls for the systematic barrier to be removed.
1720,36,USA,The Just City,"Throughout history, minority groups have been discriminated against through social abuse."
1721,36,USA,The Just City,The new urban agenda demands a liberation from equality and equity so that each person born understands what it means to be truly free.
1722,36,USA,The Just City,Current urban infrastructure creates a challenge for lower income classes to grow from the social economic background they are born into.
1723,36,USA,The Just City,Places like Brazil and India have a history of minorities living in slums and as a society have accepted this a social normality.
1724,36,USA,The Just City,"According to Dr. Suraj Yengde, author of the bestseller Caste Matters, “These oppressed people are being kept silent because they do not understand the human rights that they should have but do not have” (UTC TU Delft, 2020, 38:43)."
1725,36,USA,The Just City,"The Just City calls to produce sustainable goods, clean water, and accessible public transportation."
1726,36,USA,The Just City,"By integrating the wealthy and poor, the governments will be forced to remove the systematic barrier."
1727,36,USA,The Just City,The response to covid-19 has shown that countries can adapt quickly and successfully to bring about dramatic changes that have lasting effects on society.
1728,36,USA,The Just City,The Just City WILL have sustainable and efficient housing affordable for all levels of income and give all people a sense of place to call home.
1729,36,USA,The Just City,The Just City WILL be led by the people and officiated by someone who is deeply rooted with the community.
1730,36,USA,The Just City,The Just City WILL use government power to mandate a common standard of education that will better guide the citizens of its jurisdiction.
1731,36,USA,The Just City,The Just City WILL break the wheel of systematic barriers so that each child born will live in a Just World.
1732,36,USA,The Just City,The Just City WILL ensure that human rights are a priority and that policies will reflect those rights.
1733,36,USA,The Just City,This is the Just City that we believe in.
1734,37,Netherlands,We will be ALL and we will all be ONE,Latin America is the most lethal region of the world for women.
1735,37,Netherlands,We will be ALL and we will all be ONE,"Domestic violence, rape and sexual harassment in public space are our daily struggle."
1736,37,Netherlands,We will be ALL and we will all be ONE,"Cities are spaces that we recognize as violent and dangerous: dark streets, blind spots, dimly lit parks, wasteful lots are just some of the obstacles around which we must plan our daily commutes."
1737,37,Netherlands,We will be ALL and we will all be ONE,Walking the city and leaving unscathed has become a daily conquest.
1738,37,Netherlands,We will be ALL and we will all be ONE,"We develop survival strategies to take care of ourselves, we anticipate what may happen to us and the fatigue of planning our travels is joined by the anger of knowing that women make cities, but cities are not made for us."
1739,37,Netherlands,We will be ALL and we will all be ONE,"This is why we demand not only to continue to keep speaking up and debating this issue, but to set clear positions and to make decisions."
1740,37,Netherlands,We will be ALL and we will all be ONE,The urban processes that shape Latin American cities have a clear participation and leadership of women.
1741,37,Netherlands,We will be ALL and we will all be ONE,"With the increase of the number of refugees due to climate change, women have incarnating an important position by organizing their communities in resettlement processes and thus embodying those care taken roles that many academics have made visible over the past few years."
1742,37,Netherlands,We will be ALL and we will all be ONE,"All in an adverse and hostile context, reinforced by the great inequalities of these cities."
1743,37,Netherlands,We will be ALL and we will all be ONE,"If women are essential in the process of making a city, why are us, women, not fully deserving of the right to it?"
1744,37,Netherlands,We will be ALL and we will all be ONE,"We call upon institutions to consider women's relationships with their territory as well as the dynamics and challenges they face on the street, especially in the most vulnerable neighbourhoods."
1745,37,Netherlands,We will be ALL and we will all be ONE,"Our governments have to plan the city with an intersectional gender approach, addressing all the components of the city."
1746,37,Netherlands,We will be ALL and we will all be ONE,"Long-term solutions need to build and transform political and social structures, making women the catalysts for the transformation."
1747,37,Netherlands,We will be ALL and we will all be ONE,"Jane Jacobs in her book Death and Life of the Great Cities states that ""Cities have the capability of providing something for everybody, only because, and only when, they are created by everybody."""
1748,37,Netherlands,We will be ALL and we will all be ONE,"As citizens, as political beings and as urban planners, it is essential to ask ourselves, Who is 'everybody'? Who is planning the city and for whom is the city being planned?"
1749,37,Netherlands,We will be ALL and we will all be ONE,"We need to stand up for ourselves, so we are included in that ""everybody"", and even more: we need to move from recognition to the creation of real spaces of participation in the city decision-making process."
1750,37,Netherlands,We will be ALL and we will all be ONE,"All this from our own diversity, considering the needs that set us apart."
1751,37,Netherlands,We will be ALL and we will all be ONE,"It is essential that we all feel represented, that socio-economic and cultural conditions do not favour women and exclude others."
1752,37,Netherlands,We will be ALL and we will all be ONE,"Latin America cannot continue to make cities that are violent and segregated: we need inclusive territories, that respect our ways of inhabiting and living, that give voice to those who daily commute in it and that protects those who give life to the day-to-day activities."
1753,37,Netherlands,We will be ALL and we will all be ONE,"Besides, we must claim our individual needs."
1754,37,Netherlands,We will be ALL and we will all be ONE,Women are an active part of building and planning but many times we have perform from the role that has historically been imposed on us as caregivers.
1755,37,Netherlands,We will be ALL and we will all be ONE,"Instead of identifying the risks of transiting next to a wasteland or inhabiting a poorly lit street, we identify the needs of those in our care, advocating for the improvement of playgrounds or sports areas for husbands or children."
1756,37,Netherlands,We will be ALL and we will all be ONE,"We must consider women from their multi-apprehension, as citizens with different roles and demands."
1757,37,Netherlands,We will be ALL and we will all be ONE,We call for solutions with a gender perspective because we can no longer waste time in the face of all this structural violence coupled with the crises we face.
1758,37,Netherlands,We will be ALL and we will all be ONE,"Urbanization along with climate change is a threat to social, economic and environmental stability."
1759,37,Netherlands,We will be ALL and we will all be ONE,It is vital to identify promising solutions that provide sensitivity to livelihood systems and mitigate problems with the inclusion of more women in the field of work.
1760,37,Netherlands,We will be ALL and we will all be ONE,"We must contribute resources to the disadvantaged and build urban strategies where women can live without burden, fear or exclusion."
1761,37,Netherlands,We will be ALL and we will all be ONE,Climate change affects those who have less.
1762,37,Netherlands,We will be ALL and we will all be ONE,"High temperatures, periods of drought and flooding destroy thousands of crops, severely affecting food security."
1763,37,Netherlands,We will be ALL and we will all be ONE,"Women and girls leaders responsible for transporting and collecting food to their homes are the most disadvantaged, facing a challenge of adaptation and finding new alternatives."
1764,37,Netherlands,We will be ALL and we will all be ONE,We cannot continue ignoring the different vulnerabilities of women.
1765,37,Netherlands,We will be ALL and we will all be ONE,"If we want to continue on the path of sustainable development, we have to analyze the problems and potentials with different perspectives, from understanding the urban fabric and its context, to the characteristics and needs of each home."
1766,37,Netherlands,We will be ALL and we will all be ONE,"Many Latin American women cook with solid fuels, given the composition of urban design and the approach/design of their homes are severely vulnerable, further plunged into energy poverty."
1767,37,Netherlands,We will be ALL and we will all be ONE,"Finally, we call on those who still believe that better cities are possible."
1768,37,Netherlands,We will be ALL and we will all be ONE,We cannot continue talking about our right to the city alone:  we need everyone to get involved in claiming cities that are truly fairer.
1769,37,Netherlands,We will be ALL and we will all be ONE,"Let's change narratives, share leadership, find new paths."
1770,37,Netherlands,We will be ALL and we will all be ONE,Women: We will be all and we will all be one.
1771,37,Netherlands,We will be ALL and we will all be ONE,"Let's stay together, let's continue being empathetic, let's keep demanding, let's keep making cities."
1772,38,India,The way we evolved with our cities:,The way we evolved with our cities
1773,38,India,The way we evolved with our cities:,Cities are primarily the mega mediums of interactions.
1774,38,India,The way we evolved with our cities:,"We throng into cities seeking a better lifestyle, more employment opportunities, better security and indeed towards a better tomorrow."
1775,38,India,The way we evolved with our cities:,"We are mere forces under nature; we twiddle through convolutions overcoming a series of threats, one after other, surviving all the way."
1776,38,India,The way we evolved with our cities:,"If given space, we stretch;"
1777,38,India,The way we evolved with our cities:,"If given time, we spend;"
1778,38,India,The way we evolved with our cities:,"If given energy, we perform;"
1779,38,India,The way we evolved with our cities:,"If given matter, we consume;"
1780,38,India,The way we evolved with our cities:,"If given life, we live;"
1781,38,India,The way we evolved with our cities:,"If given death, we die."
1782,38,India,The way we evolved with our cities:,Cities also portray the togetherness we have achieved.
1783,38,India,The way we evolved with our cities:,We do a lot better collectively than what we all could individually accomplish.
1784,38,India,The way we evolved with our cities:,Keeping this collective awareness well alive and intact has been the only edge that keeps us virtually dominating our colleges in the Global Ecosystem.
1785,38,India,The way we evolved with our cities:,Irrespective of our frivolousness we coerce everything that we lay our sights on.
1786,38,India,The way we evolved with our cities:,"Despite achieving our ambit in Global togetherness, we still see a peril that seems very hard to endure. We have induced discrimination all along."
1787,38,India,The way we evolved with our cities:,Suppose acting and reacting at a massive scale are our formulae to growth and prosperity.
1788,38,India,The way we evolved with our cities:,Where did we let the glitch of discrimination to swell on?
1789,38,India,The way we evolved with our cities:,Is it our favouritism?
1790,38,India,The way we evolved with our cities:,Is it our extravagance?
1791,38,India,The way we evolved with our cities:,Or is it our fragmented foible?
1792,38,India,The way we evolved with our cities:,"How can a city help here, heuristically?"
1793,38,India,The way we evolved with our cities:,Should we kindle our tabula rasa?
1794,38,India,The way we evolved with our cities:,Our syllogisms get onerous.
1795,38,India,The way we evolved with our cities:,But to mar in our development progress is well evident with where we are today.
1796,38,India,The way we evolved with our cities:,Our Callous Existence:
1797,38,India,The way we evolved with our cities:,"When the world is in crisis, and the societies stand fragmented and polarized."
1798,38,India,The way we evolved with our cities:,When the voice and rights of many are surpassed by the ones up in the hierarchy.
1799,38,India,The way we evolved with our cities:,"And in the imbalanced geography of wealth and power, we envision a world of Justice and fairness, equality and benevolence."
1800,38,India,The way we evolved with our cities:,"The apartheid, biasedness, segregation, building up the intensity."
1801,38,India,The way we evolved with our cities:,"Not everyone's the same, and nor the patience."
1802,38,India,The way we evolved with our cities:,"Leading to radicalization, which disseminates in the form of protests, revolt, extremism trying to reclaim the denied rights—bringing in chaos and unrest in cities and societies."
1803,38,India,The way we evolved with our cities:,"We want a way out, A Just city!"
1804,38,India,The way we evolved with our cities:,The Urbanization that’s berating us:
1805,38,India,The way we evolved with our cities:,"Urbanization is not biased, but its interpretation by certain indigenous groups at times can be a deterrent, and the impact of Urbanization can turn out to be biased."
1806,38,India,The way we evolved with our cities:,Perspectives matter.
1807,38,India,The way we evolved with our cities:,Our communities can still provide us with traditional sustainable methodologies that cannot be ignored while legislating the process of Urbanization.
1808,38,India,The way we evolved with our cities:,Is then Urbanization a boon to some and a bane to others?
1809,38,India,The way we evolved with our cities:,This can only be answered when the journey to Urbanization is inclusive and welcoming.
1810,38,India,The way we evolved with our cities:,"The very nuances of a rich culture of an indigenous community can be very enriching, and a fulfilling added side to a country's fast-paced development."
1811,38,India,The way we evolved with our cities:,Can an indigenous community be a part of this journey?
1812,38,India,The way we evolved with our cities:,"And if yes, what is their extent of contribution and benefits received?"
1813,38,India,The way we evolved with our cities:,"Yes, Indigenous knowledge and contribution are the very repositories of a decline and a successful historical journey of a settlement to the present 21st-century Urbanization."
1814,38,India,The way we evolved with our cities:,A participatory process of indigenous communities in the development of a region is a must for its balanced growth of an emerging global village.
1815,38,India,The way we evolved with our cities:,The voices of these communities are usually lost amid brainstorming sessions of national development. Land and resources are the lifelines of these communities.
1816,38,India,The way we evolved with our cities:,"In the journey of uplifting them, we need to keep in mind that their roots are preserved, and their sense of belonging is not severed off."
1817,38,India,The way we evolved with our cities:,"Planners and practitioners often forget to be empathetic towards the people's needs and aspirations and their traditions, which are vital links in the chain of development."
1818,38,India,The way we evolved with our cities:,Bridging these gaps for an equal and congruous relationship between the varied communities is the need of the hour.
1819,38,India,The way we evolved with our cities:,"Hence, inculcating the long followed sustainable practices of development down the history of these communities with that of the new age processes will enable a settlement to tackle roadblocks in the way sustainably."
1820,38,India,The way we evolved with our cities:,The Way Forward:
1821,38,India,The way we evolved with our cities:,Our cities have evolved in competition;
1822,38,India,The way we evolved with our cities:,they have been driven away from the base aspirations towards goals borrowed.
1823,38,India,The way we evolved with our cities:,We chose to go prodding before gestate.
1824,38,India,The way we evolved with our cities:,Cities obliterate if they don’t persevere the base upon which they are built.
1825,38,India,The way we evolved with our cities:,We should thrive on what we are;
1826,38,India,The way we evolved with our cities:,Cities should retain Vernacularism.
1827,38,India,The way we evolved with our cities:,All-inclusiveness in the only way to eradicate plutarchy/oligopolies.
1828,38,India,The way we evolved with our cities:,The city built on overlooking the aspirations of the communities within some way or the other always profligate.
1829,38,India,The way we evolved with our cities:,The just city is the one that concerts versatility.
1830,38,India,The way we evolved with our cities:,"Just City is the one where resources are shared, and the benefits are mutual."
1831,38,India,The way we evolved with our cities:,We are in imperative need of a real revolution where absolute Justice is delivered.
1832,38,India,The way we evolved with our cities:,"A revolution that doesn't wreck our settlements down, instead we join hands in solidarity, reform, break down our mental boundaries, embrace each other, and establish a new world order."
1833,38,India,The way we evolved with our cities:,Where Justice and fairness.
1834,38,India,The way we evolved with our cities:,"Empathy and tolerance, Harmony, and brotherhood make the very pillars of our societies."
1835,38,India,The way we evolved with our cities:,"Delivering human rights and dignity to all and leaving no one behind, where the motto is ""Love for all, hatred for none."""
1836,38,India,The way we evolved with our cities:,"We envision a just city, looking beyond ourselves and fulfilling the rights of others"
1837,38,India,The way we evolved with our cities:,We demand change.
1838,38,India,The way we evolved with our cities:,"A change where everyone's respected, communities can reach their full potential, settlements even segregated but not discriminated, spatial boundaries – tangible and intangible as cell membranes and not a cell wall."
1839,38,India,The way we evolved with our cities:,"Change is inevitable, and Urbanization is Change."
1840,38,India,The way we evolved with our cities:,Change to a better quality of life is a change sought after the world over.
1841,39,India,Is it just a city or a just city,Where have our cities gone wrong?
1842,39,India,Is it just a city or a just city,"On 24th March, 2020, the Indian Prime Minister announced a preventive 21-day nation-wide"
1843,39,India,Is it just a city or a just city,lockdown to contain the spread of COVID-19 pandemic.
1844,39,India,Is it just a city or a just city,The severe lockdown which cocooned certain people in their homes and prevented the virus from spreading was also witness to streams of low-income migrants leaving Indian cities on foot with their meagre possessions balanced on their heads and children towing their parents' footsteps.
1845,39,India,Is it just a city or a just city,Cities and equity have often been strangers and the COVID-19 pandemic lay bare the precarity which underscores the lives of working-class migrants who form the backbone of cities.
1846,39,India,Is it just a city or a just city,Different agendas and forums (such as World Urban Forum and SDG 11- Sustainable cities
1847,39,India,Is it just a city or a just city,"and communities) have described a 'just' city by variously characterizing them as inclusive,"
1848,39,India,Is it just a city or a just city,"equitable, affordable, accessible, economically vibrant, democratic, and sustainable."
1849,39,India,Is it just a city or a just city,"However, moments of crisis such as the current pandemic only point to the widening inequality in cities and outright hostility with which many communities in cities are treated."
1850,39,India,Is it just a city or a just city,"As the world becomes more urbanized, cities in Global South are predicted to grow at a faster"
1851,39,India,Is it just a city or a just city,rate than their Northern counterparts.
1852,39,India,Is it just a city or a just city,"As cities follow their pre-scripted stories of being ""World-Class"" cities, aggressive entrepreneurial approach to governing cities has served to exacerbate structural inequalities while cities are reshaped as spaces of consumption serving needs of the global capital at the expense of a just city for all."
1853,39,India,Is it just a city or a just city,Speculative urban development in and around cities have led to large urban sprawls marked by stark socio-spatial inequity and unsustainable urbanization of the city.
1854,39,India,Is it just a city or a just city,Increasing marketization and financialization of urban land markets and municipal services has made housing and access to basic services unaffordable in many cities.
1855,39,India,Is it just a city or a just city,Changing climate further presents challenges of sustainable growth of urban centers as uncertainty looms large over resilience of cities to respond to climate uncertainty.
1856,39,India,Is it just a city or a just city,"In the light of the growing inequalities and unjust living conditions, the manifesto picks four major principles and their constitutive elements as a step towards visualizing and imagining a just city agenda."
1857,39,India,Is it just a city or a just city,EQUITY
1858,39,India,Is it just a city or a just city,What should our cities embody?
1859,39,India,Is it just a city or a just city,"Secure and Dignified Livelihood: Legislating minimum wage, Decent working conditions for informal employees, Equal pay for equal work, Recognizing activities outside the ambit of 'formal' economy (for example-care work, street vending)"
1860,39,India,Is it just a city or a just city,"Universal access to safe drinking water, increasing primary health facilities and educational support for under-served areas and/or marginalized communities"
1861,39,India,Is it just a city or a just city,"Affordable Housing for all, recognition of community housing practices, more low-to-medium income housing in the city, resisting forced evictions and resettlements to the peripheries, regulation of land market prices through state interventions to prevent land speculation and gentrification, security of land tenure through robust legislations."
1862,39,India,Is it just a city or a just city,"Mobility: Encouraging pedestrianization and cycling, last mile-connectivity for public-transit system, safe, affordable, and accessible public transport networks, transitioning to environmental-friendly technologies."
1863,39,India,Is it just a city or a just city,DEMOCRACY
1864,39,India,Is it just a city or a just city,"Collective bargaining and role of robust counter-public spheres, accessibility to forums that would bring the attention of the state and invested private and public interests towards the multiple forms of oppression and exploitation, to contest, signify and propose actions against such inequalities, city-wide movements to build pressure on the policy formulations and management of the city."
1865,39,India,Is it just a city or a just city,To create association of regional and cross-regional (global) collectives to rally for legislative
1866,39,India,Is it just a city or a just city,"changes in how a city works at the local, national and global level."
1867,39,India,Is it just a city or a just city,"Role of state: Regulating state institutions through collective mobilization of resources and people, increased transparency and accountability of state’s actions to diverse publics, mobilizing state’s redistributive power in the interests of diverse publics."
1868,39,India,Is it just a city or a just city,"Representation: Right to freedom of association and collective bargaining, capacity building, legislatures to recognize these organisations at local, regional, national and global level for accountability of public and private measures for a just city."
1869,39,India,Is it just a city or a just city,Robust management system through crowd-funding and other methods of sustained sources of support.
1870,39,India,Is it just a city or a just city,DIVERSITY & INCLUSION
1871,39,India,Is it just a city or a just city,"Diversity: Legislating stricter laws and no-tolerance policy against any form of violence, stereotyping and discrimination on the basis of caste, gender, sexualities, colour, ethnicity, class, religion and other community-based identities."
1872,39,India,Is it just a city or a just city,"Discourage clustering and ghettoization in any form of housing, employment and distribution of services, for an equitable and inclusive city."
1873,39,India,Is it just a city or a just city,"Create a robust public realm through pluralistic urban design innovations, in order to encourage participation and interactions between diverse sections of publics."
1874,39,India,Is it just a city or a just city,ENVIRONMENTAL JUSTICE
1875,39,India,Is it just a city or a just city,"Climate Resilience: Climate-proofing existing infrastructure, building resilience among marginalized communities, factoring in uncertainty while designing policies, promoting local social innovations to mitigate climate change impacts."
1876,39,India,Is it just a city or a just city,"Urban Metabolism: Analyzing flows of material and people in the city and transitioning from a linear to a circular economy, building a network of green and blue infrastructure, promoting equitable growth at the peripheries, and reviewing waste hierarchies and ensuring socially just transitions to a climate-just city."
1877,39,India,Is it just a city or a just city,"Urban Commoning: Reinforcing the belief in the capacity of self-governance, 'commoning' as a practice of reclaiming the city can help forge ties of solidarity and conviviality between and among human and non-human entities which make the city."
1878,39,India,Is it just a city or a just city,Join Us in Building Back Better
1879,39,India,Is it just a city or a just city,A 'just' city is a city built by everyone for everyone.
1880,39,India,Is it just a city or a just city,"Harnessing the networks of urban social movements spread across cities, we need to foster urban solidarities at multiple scales to build resilient cities."
1881,39,India,Is it just a city or a just city,"Such networks are channels of knowledge sharing, promoting social innovations, and advocating for the marginalized and will form the core of cities as we look to our urban future."
1882,39,India,Is it just a city or a just city,"This manifesto is, thus, a call for action to city councils, urban designers, planners, municipal authorities, multi-level organizations to local-community based organizations, scholars, activists, artists, civil society groups, private corporations (pro-public business model), academics and"
1883,39,India,Is it just a city or a just city,"most importantly, the ‘people’ living in cities across the world to come together and invest their skills, capacities, knowledge, social and economic capital to grow and nurture a city, we can all call just."
1884,40,Belgium,A MANIFESTO FOR THE JUST CITY,A just city carefully addresses the different scales of living.
1885,40,Belgium,A MANIFESTO FOR THE JUST CITY,Human wellbeing must always be in tune with nature and be part of an ecosystem.
1886,40,Belgium,A MANIFESTO FOR THE JUST CITY,"Cities are a part of Nature, itself a necessity of the human being."
1887,40,Belgium,A MANIFESTO FOR THE JUST CITY,"To achieve an equilibrium between societies, cultures, and the planet, we need just cities, thus cities that are healthy, productive, affordable and shared."
1888,40,Belgium,A MANIFESTO FOR THE JUST CITY,A healthy city
1889,40,Belgium,A MANIFESTO FOR THE JUST CITY,A Just City is a Healthy City in the full scope of the term.
1890,40,Belgium,A MANIFESTO FOR THE JUST CITY,A healthy urban metabolism can induce a healthy human metabolism.
1891,40,Belgium,A MANIFESTO FOR THE JUST CITY,"Its environment should be built to heal, both physically and mentally."
1892,40,Belgium,A MANIFESTO FOR THE JUST CITY,"Natural and green areas are central to health in life, space and urban resilience."
1893,40,Belgium,A MANIFESTO FOR THE JUST CITY,"Cities should have an equilibrium of the built and the natural environment, providing people with places for contact and contemplation."
1894,40,Belgium,A MANIFESTO FOR THE JUST CITY,"As shown in Biophilic Architecture studies, the mere presence of nature is able to reduce the use of pain medication."
1895,40,Belgium,A MANIFESTO FOR THE JUST CITY,"Our desire is to trust in Nature, we are a part of it and a small fraction of its full dimension."
1896,40,Belgium,A MANIFESTO FOR THE JUST CITY,We advocate for integrated urban design and everyday city routines reminiscent of Nature’s full power and possible benefits.
1897,40,Belgium,A MANIFESTO FOR THE JUST CITY,Existing nature-based solutions incorporated with modern technology and design are currently used as an ecological and cost efficient way to filter water and soil.
1898,40,Belgium,A MANIFESTO FOR THE JUST CITY,A Healthy City must also host a healthy population.
1899,40,Belgium,A MANIFESTO FOR THE JUST CITY,"People must enjoy being outside their homes, socialising in and embracing public spaces. People must be comfortable as pedestrians and instinctively incorporate light mobility in their routine."
1900,40,Belgium,A MANIFESTO FOR THE JUST CITY,A solution that is viable only in a dense and well served area.
1901,40,Belgium,A MANIFESTO FOR THE JUST CITY,Our buildings are a big part of the equation as well.
1902,40,Belgium,A MANIFESTO FOR THE JUST CITY,"As our planet’s resources require, a circular process is needed: from the production of  construction materials, planned energy efficiency, to waste management."
1903,40,Belgium,A MANIFESTO FOR THE JUST CITY,"The completion of as many cycles as possible is a priority, aided by the selection of eco-efficient, repurposed or recyclable materials."
1904,40,Belgium,A MANIFESTO FOR THE JUST CITY,"The Healthy City is designed to heal the ecological environment, the space, the everyday city routines and consequently the people."
1905,40,Belgium,A MANIFESTO FOR THE JUST CITY,A Productive City
1906,40,Belgium,A MANIFESTO FOR THE JUST CITY,"A Productive City is about the power of managing resources locally, and its potential for innovating a city or a place."
1907,40,Belgium,A MANIFESTO FOR THE JUST CITY,Our design and planning can be able to give back to the city and its people.
1908,40,Belgium,A MANIFESTO FOR THE JUST CITY,"Integrating ecological sources of agriculture in green public spaces can lead to a more conscious, educated and productive society."
1909,40,Belgium,A MANIFESTO FOR THE JUST CITY,"This integration of cycles into the urban routine should run through the different scales that enter cities, both in macro and micro scales, such as infraestructures of cooperatives, organic production spaces, community gardens and composting spaces."
1910,40,Belgium,A MANIFESTO FOR THE JUST CITY,"All these cycles should be founded in the principles of a circular economy, food security"
1911,40,Belgium,A MANIFESTO FOR THE JUST CITY,and social engagement.
1912,40,Belgium,A MANIFESTO FOR THE JUST CITY,"This leads to a local economy more mindful of waste management and its own local resources,"
1913,40,Belgium,A MANIFESTO FOR THE JUST CITY,promoting proximity between producing and living environments.
1914,40,Belgium,A MANIFESTO FOR THE JUST CITY,"We want to give dimension, complexity and interests to a city by ending with the monofunctional districts, mixing different needs and opportunities in all the scales."
1915,40,Belgium,A MANIFESTO FOR THE JUST CITY,"A Productive City should produce its own energy and deal with the treatment, cycle and management of its own wastes."
1916,40,Belgium,A MANIFESTO FOR THE JUST CITY,"Motivating an ecological mindset but also a social, economic and sustainable society, uniting the needs of modern day life to the potential that Nature has and how beneficial and productive"
1917,40,Belgium,A MANIFESTO FOR THE JUST CITY,this integration can be.
1918,40,Belgium,A MANIFESTO FOR THE JUST CITY,AN AFFORDABLE CITY
1919,40,Belgium,A MANIFESTO FOR THE JUST CITY,An Affordable City provides equal opportunities for citizens to experience the plurality of the urban landscapes.
1920,40,Belgium,A MANIFESTO FOR THE JUST CITY,The right of housing is not quelled by social segregation.
1921,40,Belgium,A MANIFESTO FOR THE JUST CITY,"It understands the inherent right to a dwelling in order to be part of urban life and to engage locally as citizens, despite a lack of social or legal recognition."
1922,40,Belgium,A MANIFESTO FOR THE JUST CITY,"Fixed rent, in addition to generating a central allocated housing supply, is a resource that the"
1923,40,Belgium,A MANIFESTO FOR THE JUST CITY,Affordable City makes use of in order to provide resilience to the house market.
1924,40,Belgium,A MANIFESTO FOR THE JUST CITY,A wide range of housing typologies are required as is their distribution throughout the city in order to accommodate every citizen within the capital-social spectrum.
1925,40,Belgium,A MANIFESTO FOR THE JUST CITY,We believe equal opportunity to inhabit the urban space is provided by the Affordable City’s regulation of its privatization.
1926,40,Belgium,A MANIFESTO FOR THE JUST CITY,This guarantees a good alternative to the private sector as well as a more stable market.
1927,40,Belgium,A MANIFESTO FOR THE JUST CITY,"Urban public projects should not be restricted by the private sector and its typical forms of occupations such as City Malls, bar terraces, and so on."
1928,40,Belgium,A MANIFESTO FOR THE JUST CITY,"The urban space must not only be inhabited but also accessible to its population, guaranteeing a proper public mobility system."
1929,40,Belgium,A MANIFESTO FOR THE JUST CITY,An equitable distribution of public resources should be provided to ensure a human being’s
1930,40,Belgium,A MANIFESTO FOR THE JUST CITY,"basic needs are being met, while avoiding capitalist consumption, facilitated by privatization. Water, food, electricity and an adequate access to culture and education must be widely understood as basic services provided to the population."
1931,40,Belgium,A MANIFESTO FOR THE JUST CITY,"Concurrently, the Affordable City integrates technology access as one of the basic services, with the aim of providing equal opportunities for work and education, particularly notable during a pandemic."
1932,40,Belgium,A MANIFESTO FOR THE JUST CITY,"Education must be understood as a structure that currently stifles social unfairness, it should instead act as a social elevator for socio-economic development and advancement despite the initial social position of its people."
1933,40,Belgium,A MANIFESTO FOR THE JUST CITY,A Shared City
1934,40,Belgium,A MANIFESTO FOR THE JUST CITY,A Shared City has to account for the Spatial Practices that happen within: these are determining
1935,40,Belgium,A MANIFESTO FOR THE JUST CITY,"conditions of social life, as exploring the way users utilize the spaces guide the best approaches"
